city,state,place_name,category,mood,available_time_min,distance_km,visit_duration_min,preference_match,is_open,time_fit,distance_fit,suitability
Gangtok,Sikkim,Tashi View Point,viewpoint,relax,480,5.28,50,0.901,1,1,1,1
Nagpur,Maharashtra,Ambazari Lake,nature,culture,120,4.05,80,0.4,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,nature,30,2.55,85,0.866,1,0,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,culture,120,5.55,50,0.281,1,1,1,1
Agra,Uttar Pradesh,Agra Fort,fort,food,120,4.42,115,0.231,0,1,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,nature,120,7.72,100,0.797,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,adventure,60,4.79,115,0.336,1,0,1,0
Delhi,Delhi,India Gate,monument,adventure,180,9.57,55,0.489,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,culture,180,5.39,100,0.799,1,1,1,1
Agra,Uttar Pradesh,Agra Fort,fort,adventure,180,10.79,130,0.546,1,1,1,1
Pune,Maharashtra,Sinhagad Fort,fort,culture,60,3.86,165,0.791,1,0,1,1
Hampi,Karnataka,Virupaksha Temple,religious,explore,180,10.36,85,0.756,1,1,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,culture,480,25.01,60,0.298,1,1,1,0
Mumbai,Maharashtra,Juhu Beach,beach,nature,30,2.25,75,0.732,1,0,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,culture,180,8.52,160,0.736,1,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,nature,480,22.65,90,0.397,1,1,1,1
Kolkata,West Bengal,Maidan,park,relax,300,13.98,85,0.761,0,1,1,1
Ahmedabad,Gujarat,Lothal,historic,culture,180,4.95,165,0.957,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,food,30,2.5,55,0.375,0,0,1,0
Nashik,Maharashtra,Pandavleni Caves,historic,adventure,120,2.97,135,0.82,1,0,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,culture,60,0.63,35,0.182,1,1,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,adventure,300,10.37,60,0.521,1,1,1,1
Ahmedabad,Gujarat,Adalaj Stepwell,historic,relax,300,15.58,65,0.523,1,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,culture,120,5.16,40,0.131,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,nature,120,0.6,70,0.81,1,1,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,nature,60,1.68,160,0.898,0,0,1,0
Gangtok,Sikkim,Banjhakri Falls,nature,food,60,2.31,110,0.283,1,0,1,0
Hyderabad,Telangana,Golconda Fort,fort,food,30,0.48,170,0.269,1,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,explore,180,4.48,75,0.829,1,1,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,nature,120,1.5,65,0.216,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,nature,180,6.85,120,0.516,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,culture,480,10.84,85,0.732,1,1,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,culture,180,3.57,120,0.947,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,explore,180,10.8,95,0.856,1,1,1,1
Jaipur,Rajasthan,Jantar Mantar,museum,relax,480,7.27,100,0.424,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,nature,30,1.18,55,0.971,1,0,1,1
Hampi,Karnataka,Virupaksha Temple,religious,food,30,1.41,90,0.333,1,0,1,0
Lucknow,Uttar Pradesh,Chota Imambara,historic,adventure,120,0.67,95,0.452,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,culture,180,6.34,110,0.822,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,culture,300,10.27,70,0.953,1,1,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,explore,300,6.86,215,0.843,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,nature,180,6.71,200,0.477,1,0,1,1
Goa,Goa,Dudhsagar Falls,nature,food,30,2.05,195,0.229,0,0,1,0
Delhi,Delhi,Lotus Temple,religious,explore,120,3.49,70,0.139,1,1,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,nature,300,19.64,65,0.844,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,explore,300,17.93,70,0.396,0,1,1,1
Udaipur,Rajasthan,Lake Pichola,lake,adventure,180,7.49,90,0.542,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,adventure,480,19.2,85,0.537,1,1,1,0
Kolkata,West Bengal,Howrah Bridge,monument,adventure,60,0.65,45,0.118,1,1,1,0
Agra,Uttar Pradesh,Taj Mahal,historic,culture,120,0.5,175,0.887,1,0,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,adventure,180,0.7,65,0.518,1,1,1,1
Delhi,Delhi,Qutub Minar,historic,food,120,2.21,115,0.272,1,1,1,0
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,nature,180,7.09,100,0.937,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,culture,30,2.25,80,0.846,1,0,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,nature,30,2.4,85,0.272,1,0,1,0
Kolkata,West Bengal,Indian Museum,museum,adventure,480,14.52,100,0.397,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,nature,60,3.67,190,0.837,1,0,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,explore,120,1.17,40,0.893,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,culture,180,3.42,135,0.29,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,nature,480,12.91,100,0.803,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,adventure,480,12.84,80,0.264,1,1,1,1
Bengaluru,Karnataka,Cubbon Park,park,food,480,30.4,65,0.295,1,1,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,adventure,480,28.65,100,0.4,1,1,1,1
Pune,Maharashtra,Sinhagad Fort,fort,explore,300,11.18,195,0.131,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,explore,180,5.78,160,0.958,1,1,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,adventure,30,2.39,75,0.169,1,0,1,0
Chennai,Tamil Nadu,Guindy National Park,nature,adventure,30,1.92,110,0.796,1,0,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,food,60,4.35,100,0.278,1,0,1,0
Udaipur,Rajasthan,City Palace Udaipur,historic,explore,180,6.82,145,0.904,0,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,nature,480,33.61,170,0.371,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,adventure,300,16.58,70,0.255,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,food,480,5.47,180,0.266,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,culture,60,3.94,160,0.947,1,0,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,explore,480,29.55,150,0.195,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,nature,300,6.0,120,0.788,1,1,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,explore,120,3.15,90,0.72,1,1,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,adventure,30,2.47,70,0.319,1,0,1,0
Agra,Uttar Pradesh,Taj Mahal,historic,relax,180,9.02,175,0.784,1,1,1,1
Mumbai,Maharashtra,Hanging Gardens,garden,adventure,30,1.17,60,0.162,1,0,1,0
Udaipur,Rajasthan,City Palace Udaipur,historic,nature,30,0.72,145,0.473,1,0,1,0
Mysuru,Karnataka,Mysuru Zoo,nature,food,120,2.18,165,0.282,1,0,1,0
Hyderabad,Telangana,Qutb Shahi Tombs,historic,nature,180,4.88,75,0.509,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,explore,180,8.0,135,0.473,1,1,1,1
Hyderabad,Telangana,Golconda Fort,fort,relax,60,4.98,120,0.476,1,0,1,0
Bengaluru,Karnataka,Cubbon Park,park,nature,120,6.49,80,0.941,0,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,relax,180,2.51,80,0.486,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,explore,480,16.44,80,0.762,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,explore,480,5.33,195,0.37,1,1,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,relax,120,4.58,40,0.255,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,adventure,60,3.5,85,0.538,1,0,1,0
Kolkata,West Bengal,Indian Museum,museum,food,300,2.19,140,0.182,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,food,300,3.41,60,0.118,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,food,30,2.18,130,0.202,1,0,1,0
Amritsar,Punjab,Wagah Border,monument,culture,30,1.23,205,0.892,1,0,1,1
Pune,Maharashtra,Sinhagad Fort,fort,explore,30,2.03,200,0.503,1,0,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,adventure,480,6.0,95,0.502,1,1,1,1
Darjeeling,West Bengal,Tiger Hill,viewpoint,food,480,26.31,120,0.197,1,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,nature,60,3.8,100,0.139,1,0,1,0
Agra,Uttar Pradesh,Akbar's Tomb,historic,food,120,7.69,95,0.256,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,relax,180,3.79,115,0.174,1,1,1,0
Ahmedabad,Gujarat,Adalaj Stepwell,historic,relax,120,4.12,65,0.439,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,food,300,10.15,140,0.293,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,adventure,480,22.98,100,0.34,1,1,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,nature,30,1.06,205,0.765,1,0,1,1
Delhi,Delhi,India Gate,monument,adventure,120,2.21,70,0.537,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,explore,30,2.07,65,0.146,1,0,1,0
Gangtok,Sikkim,Rumtek Monastery,religious,adventure,120,0.42,105,0.333,1,1,1,0
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,relax,120,7.52,190,0.111,1,0,1,0
Ahmedabad,Gujarat,Kankaria Lake,nature,nature,60,0.77,90,0.978,1,0,1,1
Kolkata,West Bengal,Victoria Memorial,historic,adventure,60,3.2,130,0.352,1,0,1,0
Pune,Maharashtra,Aga Khan Palace,historic,explore,120,0.66,95,0.934,1,1,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,food,480,29.09,125,0.267,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,culture,60,0.46,85,0.431,1,0,1,0
Goa,Goa,Dudhsagar Falls,nature,culture,480,16.19,225,0.319,1,1,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,culture,120,7.27,75,0.168,1,1,1,0
Goa,Goa,Palolem Beach,beach,culture,480,29.82,140,0.146,1,1,1,0
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,explore,60,4.7,85,0.842,1,0,1,1
Kolkata,West Bengal,Indian Museum,museum,explore,480,8.72,110,0.767,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,explore,180,2.49,105,0.964,1,1,1,1
Delhi,Delhi,Humayun's Tomb,historic,food,120,1.61,105,0.129,1,1,1,0
Nagpur,Maharashtra,Ramtek Fort Temple,fort,nature,120,5.07,130,0.438,1,0,1,0
Kolkata,West Bengal,Maidan,park,culture,180,11.97,80,0.155,1,1,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,explore,120,3.5,80,0.25,1,1,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,relax,60,2.11,85,0.821,1,0,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,relax,30,1.36,110,0.891,1,0,1,1
Amritsar,Punjab,Wagah Border,monument,adventure,60,3.8,160,0.419,0,0,1,0
Delhi,Delhi,Qutub Minar,historic,relax,180,3.5,125,0.132,1,1,1,0
Agra,Uttar Pradesh,Taj Mahal,historic,adventure,60,1.83,160,0.545,1,0,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,nature,120,4.98,85,0.871,0,1,1,1
Goa,Goa,Dudhsagar Falls,nature,culture,60,0.46,265,0.179,1,0,1,0
Nagpur,Maharashtra,Deekshabhoomi,monument,food,60,4.05,60,0.297,0,1,1,0
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,adventure,180,6.35,65,0.499,1,1,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,food,60,1.57,80,0.272,0,0,1,0
Ahmedabad,Gujarat,Kankaria Lake,nature,relax,120,3.32,95,0.943,1,1,1,1
Delhi,Delhi,India Gate,monument,relax,120,5.66,70,0.802,1,1,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,food,120,1.54,40,0.259,1,1,1,1
Delhi,Delhi,Red Fort,historic,nature,300,1.95,120,0.134,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,relax,30,1.78,135,0.947,1,0,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,adventure,180,9.84,155,0.48,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,adventure,60,0.89,65,0.478,1,0,1,0
Jaipur,Rajasthan,Nahargarh Fort,fort,relax,30,2.69,120,0.228,1,0,1,0
Hyderabad,Telangana,Qutb Shahi Tombs,historic,culture,180,9.08,100,0.73,1,1,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,culture,30,2.0,90,0.967,1,0,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,adventure,30,0.64,155,0.962,1,0,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,nature,180,1.89,145,0.772,1,1,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,relax,480,7.56,175,0.154,1,1,1,0
Ahmedabad,Gujarat,Kankaria Lake,nature,relax,180,1.06,85,0.921,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,culture,30,2.53,95,0.785,1,0,1,1
Kolkata,West Bengal,Victoria Memorial,historic,culture,480,12.09,110,0.759,1,1,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,food,180,6.9,170,0.066,0,1,1,0
Delhi,Delhi,Red Fort,historic,food,60,3.9,130,0.399,1,0,1,0
Agra,Uttar Pradesh,Akbar's Tomb,historic,relax,60,3.16,90,0.331,1,0,1,0
Ahmedabad,Gujarat,Sabarmati Ashram,historic,nature,60,3.8,95,0.403,1,0,1,0
Gangtok,Sikkim,Rumtek Monastery,religious,nature,300,1.95,100,0.395,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,relax,180,7.3,140,0.508,1,1,1,1
Varanasi,Uttar Pradesh,Dashashwamedh Ghat,religious,culture,480,2.36,85,0.943,1,1,1,1
Delhi,Delhi,India Gate,monument,relax,60,1.24,50,0.891,0,1,1,1
Darjeeling,West Bengal,Tiger Hill,viewpoint,explore,30,1.25,110,0.896,1,0,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,explore,60,1.36,125,0.775,0,0,1,0
Goa,Goa,Dudhsagar Falls,nature,explore,300,4.87,240,0.396,1,1,1,1
Kolkata,West Bengal,Howrah Bridge,monument,nature,180,4.1,40,0.531,1,1,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,food,60,0.85,190,0.324,1,0,1,0
Ahmedabad,Gujarat,Lothal,historic,food,180,2.97,175,0.164,1,1,1,0
Bengaluru,Karnataka,Bangalore Palace,historic,culture,120,5.94,95,0.738,0,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,culture,120,1.88,80,0.771,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,nature,60,0.44,80,0.728,0,0,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,nature,30,1.7,90,0.956,1,0,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,adventure,60,4.33,105,0.831,1,0,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,relax,60,3.66,80,0.198,1,0,1,0
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,nature,180,11.09,70,0.123,1,1,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,nature,480,27.76,70,0.245,1,1,1,1
Mysuru,Karnataka,Mysore Palace,historic,adventure,180,1.77,110,0.434,1,1,1,1
Goa,Goa,Fort Aguada,fort,explore,180,1.01,100,0.747,1,1,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,relax,480,12.0,80,0.979,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,culture,480,30.04,65,0.424,1,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,culture,300,13.44,115,0.886,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,explore,120,6.01,85,0.951,1,1,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,culture,120,6.9,40,0.914,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,food,180,1.58,140,0.074,1,1,1,1
Hyderabad,Telangana,Charminar,historic,relax,300,16.58,65,0.343,1,1,1,1
Kolkata,West Bengal,Howrah Bridge,monument,relax,300,9.48,40,0.321,1,1,1,1
Delhi,Delhi,Red Fort,historic,relax,120,6.98,105,0.265,0,1,1,0
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,adventure,300,12.77,105,0.387,1,1,1,1
Jaipur,Rajasthan,Jantar Mantar,museum,nature,30,1.99,100,0.161,1,0,1,0
Udaipur,Rajasthan,Lake Pichola,lake,relax,120,5.27,110,0.783,1,1,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,explore,30,2.87,130,0.494,1,0,1,0
Lucknow,Uttar Pradesh,Chota Imambara,historic,adventure,30,1.89,85,0.473,1,0,1,0
Nagpur,Maharashtra,Deekshabhoomi,monument,food,300,14.08,55,0.164,0,1,1,0
Bengaluru,Karnataka,Vidhana Soudha,monument,nature,180,6.63,40,0.453,1,1,1,1
Delhi,Delhi,Red Fort,historic,culture,480,16.79,100,0.791,1,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,nature,300,10.14,90,0.748,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,food,60,0.94,90,0.236,1,0,1,0
Hampi,Karnataka,Matanga Hill,nature,explore,60,3.31,100,0.971,1,0,1,1
Pune,Maharashtra,Sinhagad Fort,fort,culture,480,0.95,180,0.849,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,nature,60,3.14,85,0.926,1,0,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,nature,120,7.1,170,0.491,1,0,1,0
Amritsar,Punjab,Jallianwala Bagh,historic,culture,30,1.67,70,0.814,1,0,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,culture,30,0.81,55,0.786,1,0,1,1
Kolkata,West Bengal,Indian Museum,museum,adventure,120,4.26,115,0.416,1,1,1,1
Mysuru,Karnataka,Mysore Palace,historic,culture,120,4.71,135,0.768,1,0,1,1
Hyderabad,Telangana,Golconda Fort,fort,food,480,13.9,125,0.327,1,1,1,1
Pune,Maharashtra,Sinhagad Fort,fort,culture,30,1.34,155,0.842,1,0,1,0
Pune,Maharashtra,Shaniwar Wada,historic,food,480,18.99,80,0.121,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,nature,300,15.02,55,0.85,1,1,1,1
Pune,Maharashtra,Sinhagad Fort,fort,culture,120,2.7,170,0.781,1,0,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,explore,480,10.74,55,0.474,0,1,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,adventure,300,11.29,40,0.356,1,1,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,culture,60,2.93,70,0.309,1,0,1,0
Srinagar,Jammu and Kashmir,Pari Mahal,historic,culture,480,19.71,75,0.798,1,1,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,adventure,180,1.59,90,0.176,0,1,1,0
Nagpur,Maharashtra,Deekshabhoomi,monument,adventure,480,2.42,65,0.331,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,nature,30,2.88,75,0.504,1,0,1,0
Jaipur,Rajasthan,Amber Fort,fort,culture,30,2.44,180,0.848,0,0,1,0
Lucknow,Uttar Pradesh,Residency Lucknow,historic,adventure,300,15.81,95,0.495,1,1,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,nature,30,2.93,130,0.794,1,0,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,culture,60,0.48,80,0.765,1,0,1,1
Udaipur,Rajasthan,Lake Pichola,lake,adventure,60,0.45,85,0.254,1,0,1,0
Delhi,Delhi,Red Fort,historic,nature,120,0.68,125,0.359,1,0,1,0
Kolkata,West Bengal,Victoria Memorial,historic,adventure,30,0.98,100,0.549,1,0,1,0
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,explore,120,5.71,70,0.73,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,explore,480,25.44,75,0.426,1,1,1,1
Kolkata,West Bengal,Indian Museum,museum,explore,30,0.85,135,0.837,1,0,1,1
Srinagar,Jammu and Kashmir,Mughal Gardens,garden,explore,480,15.62,100,0.202,1,1,1,1
Delhi,Delhi,Qutub Minar,historic,food,300,13.74,115,0.177,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,explore,60,2.95,60,0.799,0,1,1,1
Delhi,Delhi,India Gate,monument,nature,180,9.22,60,0.394,1,1,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,food,60,2.5,95,0.259,1,0,1,0
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,explore,300,14.19,50,0.364,0,1,1,0
Gangtok,Sikkim,Tsomgo Lake,lake,culture,480,34.35,145,0.426,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,nature,300,4.21,60,0.3,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,culture,180,8.61,100,0.953,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,explore,60,2.58,50,0.123,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,culture,120,6.96,135,0.792,1,0,1,1
Agra,Uttar Pradesh,Agra Fort,fort,relax,480,20.4,135,0.344,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,nature,180,2.11,90,0.363,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,nature,180,4.21,95,0.29,1,1,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,adventure,180,4.19,130,0.922,1,1,1,1
Chennai,Tamil Nadu,Fort St George,historic,relax,180,6.06,100,0.243,1,1,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,adventure,120,4.09,115,0.246,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,nature,30,2.34,70,0.805,1,0,1,1
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,culture,300,9.75,70,0.201,0,1,1,0
Goa,Goa,Palolem Beach,beach,adventure,30,1.99,170,0.344,1,0,1,0
Amritsar,Punjab,Partition Museum,museum,adventure,120,4.71,120,0.278,1,1,1,1
Chennai,Tamil Nadu,Fort St George,historic,relax,300,11.39,85,0.343,0,1,1,0
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,nature,480,8.9,125,0.757,0,1,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,adventure,180,8.69,95,0.466,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,nature,480,3.76,95,0.137,1,1,1,0
Bengaluru,Karnataka,Bangalore Palace,historic,culture,180,7.02,95,0.766,1,1,1,1
Goa,Goa,Fort Aguada,fort,nature,60,2.94,110,0.107,1,0,1,0
Ahmedabad,Gujarat,Lothal,historic,explore,30,2.84,145,0.741,1,0,1,1
Hampi,Karnataka,Vittala Temple,historic,food,60,1.82,130,0.292,1,0,1,0
Agra,Uttar Pradesh,Mehtab Bagh,garden,adventure,60,2.83,60,0.539,0,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,explore,30,2.36,140,0.392,1,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,nature,120,7.25,90,0.44,1,1,1,1
Pune,Maharashtra,Aga Khan Palace,historic,nature,30,2.12,75,0.475,1,0,1,0
Agra,Uttar Pradesh,Mehtab Bagh,garden,explore,120,5.85,75,0.23,1,1,1,0
Jaipur,Rajasthan,City Palace,historic,explore,300,15.8,125,0.746,1,1,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,explore,60,2.84,110,0.383,1,0,1,0
Mumbai,Maharashtra,Marine Drive,viewpoint,nature,120,3.72,70,0.902,1,1,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,explore,480,5.27,60,0.943,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,culture,300,17.34,155,0.23,1,1,1,1
Darjeeling,West Bengal,Padmaja Naidu Himalayan Zoological Park,nature,explore,60,1.38,165,0.944,1,0,1,1
Pune,Maharashtra,Sinhagad Fort,fort,adventure,300,19.01,175,0.937,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,nature,120,4.6,135,0.547,0,0,1,0
Gangtok,Sikkim,Tashi View Point,viewpoint,nature,120,7.43,60,0.837,1,1,1,1
Agra,Uttar Pradesh,Taj Mahal,historic,food,120,2.09,140,0.38,1,0,1,0
Pune,Maharashtra,Sarasbaug,park,food,60,3.94,50,0.28,0,1,1,0
Chennai,Tamil Nadu,Guindy National Park,nature,nature,60,1.2,110,0.729,1,0,1,0
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,food,180,8.58,55,0.274,0,1,1,0
Kolkata,West Bengal,Victoria Memorial,historic,nature,30,2.9,110,0.443,0,0,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,food,300,10.45,60,0.063,1,1,1,0
Kolkata,West Bengal,Maidan,park,adventure,30,0.6,80,0.447,1,0,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,explore,60,4.93,55,0.43,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,explore,120,3.45,135,0.896,1,0,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,relax,300,6.58,85,0.914,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,adventure,480,26.71,100,0.801,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,relax,480,8.16,105,0.899,0,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,food,300,19.42,50,0.098,1,1,1,0
Hampi,Karnataka,Virupaksha Temple,religious,adventure,30,1.11,105,0.154,0,0,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,explore,480,22.79,70,0.328,0,1,1,0
Lucknow,Uttar Pradesh,Residency Lucknow,historic,relax,120,5.27,80,0.322,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,nature,60,4.85,80,0.112,0,0,1,0
Goa,Goa,Basilica of Bom Jesus,religious,adventure,300,7.35,85,0.345,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,nature,60,3.8,210,0.324,1,0,1,0
Jaipur,Rajasthan,City Palace,historic,adventure,480,4.83,145,0.405,1,1,1,1
Kolkata,West Bengal,Maidan,park,relax,30,1.48,80,0.817,1,0,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,explore,180,5.84,190,0.753,1,0,1,1
